203,107,3.000000e+01,9.200000e+01
2.068582e+02,1.032179e+02,2.968440e+01,9.103203e+01
2.173994e+02,1.023481e+02,2.983481e+01,9.149343e+01
2.251790e+02,1.037386e+02,2.930260e+01,8.985699e+01
2.281106e+02,9.941968e+01,2.993146e+01,9.178880e+01
2.282502e+02,9.574511e+01,3.001062e+01,9.203193e+01
2.252452e+02,9.624509e+01,2.955456e+01,9.063336e+01
2.193338e+02,9.640748e+01,2.948292e+01,9.041001e+01
2.118685e+02,9.550951e+01,2.987216e+01,9.160710e+01
2.069791e+02,9.639777e+01,2.889214e+01,8.860008e+01
2.004257e+02,9.523146e+01,2.905020e+01,8.908292e+01
1.977735e+02,9.121272e+01,3.048312e+01,9.347533e+01
1.970544e+02,8.552295e+01,3.102890e+01,9.515420e+01
1.972981e+02,7.790761e+01,3.120474e+01,9.569422e+01
2.004822e+02,7.291959e+01,2.997585e+01,9.192529e+01
2.028308e+02,6.793939e+01,3.120206e+01,9.568200e+01
2.041700e+02,6.653121e+01,3.057292e+01,9.375674e+01
2.050689e+02,6.551304e+01,3.072638e+01,9.421604e+01
2.062830e+02,6.454519e+01,3.006504e+01,9.219777e+01
2.073955e+02,6.546670e+01,2.922914e+01,8.963601e+01
2.068794e+02,6.627687e+01,2.992406e+01,9.176619e+01
2.058174e+02,7.091009e+01,3.096875e+01,9.496993e+01
2.056301e+02,7.840335e+01,3.049533e+01,9.349955e+01
2.072670e+02,8.534794e+01,2.921642e+01,8.959240e+01
2.067657e+02,8.873598e+01,2.984852e+01,9.152841e+01
2.083171e+02,9.288938e+01,2.895740e+01,8.879011e+01
2.090634e+02,9.360678e+01,3.016367e+01,9.249530e+01
2.108899e+02,9.891432e+01,3.017094e+01,9.252220e+01
2.128939e+02,1.017523e+02,3.067337e+01,9.406485e+01
2.142790e+02,1.081611e+02,2.870317e+01,8.802248e+01
2.124599e+02,1.148843e+02,2.829660e+01,8.677599e+01
2.110548e+02,1.167077e+02,3.053823e+01,9.363231e+01
2.101432e+02,1.199903e+02,2.908628e+01,8.919630e+01
2.087796e+02,1.215937e+02,3.068052e+01,9.408669e+01
2.081623e+02,1.244225e+02,2.874815e+01,8.814533e+01
2.088429e+02,1.261909e+02,2.807661e+01,8.610062e+01
2.092827e+02,1.259028e+02,2.834497e+01,8.692234e+01
2.089429e+02,1.250538e+02,2.802559e+01,8.594258e+01
2.083150e+02,1.246463e+02,2.841081e+01,8.711714e+01
2.087279e+02,1.243401e+02,2.816837e+01,8.637111e+01
2.102970e+02,1.225011e+02,2.739961e+01,8.402520e+01
2.118360e+02,1.201387e+02,2.835609e+01,8.695228e+01
2.129917e+02,1.176424e+02,2.842245e+01,8.713705e+01
2.105130e+02,1.178388e+02,2.683267e+01,8.227345e+01
2.086882e+02,1.140093e+02,2.800419e+01,8.586180e+01
2.108382e+02,1.118517e+02,2.752129e+01,8.439862e+01
2.111824e+02,1.113569e+02,2.666333e+01,8.173395e+01
2.111339e+02,1.114487e+02,2.561028e+01,7.853775e+01
2.100122e+02,1.101517e+02,2.772876e+01,8.503456e+01
2.114338e+02,1.112404e+02,2.706242e+01,8.296729e+01
2.118087e+02,1.108333e+02,2.807554e+01,8.609131e+01
2.135687e+02,1.134138e+02,2.666919e+01,8.177028e+01
2.144203e+02,1.136069e+02,2.742176e+01,8.406585e+01
2.161157e+02,1.144440e+02,2.789911e+01,8.551813e+01
2.172918e+02,1.144799e+02,2.736263e+01,8.390566e+01
2.169117e+02,1.166172e+02,2.705171e+01,8.295426e+01
2.182375e+02,1.195382e+02,2.622172e+01,8.040006e+01
2.180870e+02,1.188540e+02,2.701758e+01,8.282522e+01
2.198823e+02,1.196919e+02,2.675326e+01,8.204248e+01
2.226033e+02,1.189206e+02,2.627434e+01,8.053962e+01
2.217882e+02,1.192654e+02,2.791156e+01,8.558637e+01
2.228197e+02,1.211673e+02,2.756407e+01,8.451906e+01
2.256775e+02,1.216372e+02,2.773392e+01,8.502156e+01
2.269239e+02,1.218039e+02,2.816932e+01,8.636339e+01
2.293538e+02,1.231070e+02,2.803521e+01,8.588541e+01
2.293980e+02,1.243148e+02,2.773620e+01,8.505702e+01
2.299733e+02,1.246325e+02,2.815756e+01,8.633562e+01
2.300714e+02,1.239594e+02,2.866465e+01,8.790180e+01
2.311444e+02,1.234720e+02,2.914134e+01,8.936648e+01
2.318147e+02,1.241971e+02,2.880820e+01,8.834164e+01
2.350914e+02,1.220721e+02,2.850023e+01,8.731170e+01
2.357163e+02,1.202702e+02,2.937740e+01,9.007649e+01
2.358565e+02,1.199412e+02,2.920929e+01,8.955786e+01
2.374343e+02,1.199981e+02,2.885699e+01,8.848011e+01
2.381724e+02,1.181871e+02,2.919117e+01,8.951523e+01
2.389158e+02,1.161676e+02,2.958203e+01,9.070521e+01
2.391985e+02,1.156538e+02,2.818576e+01,8.643475e+01
2.394673e+02,1.137794e+02,2.893552e+01,8.870878e+01
2.401951e+02,1.135438e+02,2.921906e+01,8.960214e+01
2.387793e+02,1.084492e+02,3.033016e+01,9.292220e+01
2.384527e+02,1.128650e+02,2.726933e+01,8.359617e+01
2.369216e+02,1.139085e+02,2.657341e+01,8.149047e+01
2.361968e+02,1.104570e+02,2.762993e+01,8.471191e+01
2.352417e+02,1.077683e+02,2.883358e+01,8.841850e+01
2.382599e+02,1.066611e+02,2.730113e+01,8.370591e+01
2.389474e+02,1.070690e+02,2.684497e+01,8.227971e+01
2.378344e+02,1.066522e+02,2.698263e+01,8.272843e+01
2.379918e+02,1.057777e+02,2.734716e+01,8.386271e+01
2.391561e+02,1.072108e+02,2.643450e+01,8.104558e+01
2.387202e+02,1.044027e+02,2.761812e+01,8.468830e+01
2.391933e+02,1.069440e+02,2.537269e+01,7.777899e+01
2.388916e+02,1.056157e+02,2.717980e+01,8.329167e+01
2.398064e+02,1.020891e+02,2.846270e+01,8.721970e+01
2.401987e+02,1.026002e+02,2.657869e+01,8.150799e+01
2.405997e+02,1.016616e+02,2.702494e+01,8.286696e+01
2.419776e+02,1.015337e+02,2.651059e+01,8.122670e+01
2.429692e+02,9.981137e+01,2.674157e+01,8.200732e+01
2.427068e+02,9.975340e+01,2.761704e+01,8.469094e+01
2.422990e+02,1.016364e+02,2.698906e+01,8.276579e+01
2.426746e+02,1.016299e+02,2.699918e+01,8.279557e+01
2.434496e+02,1.018913e+02,2.770212e+01,8.495057e+01
2.433742e+02,1.062635e+02,2.448840e+01,7.508795e+01
2.405571e+02,1.030324e+02,2.702384e+01,8.287098e+01
2.389821e+02,1.036332e+02,2.661655e+01,8.160375e+01
2.369847e+02,1.036510e+02,2.687126e+01,8.238694e+01
2.347553e+02,1.013631e+02,2.713091e+01,8.319316e+01
2.321431e+02,1.015473e+02,2.677656e+01,8.211074e+01
2.302887e+02,1.011037e+02,2.653551e+01,8.135102e+01
2.298819e+02,9.878696e+01,2.762624e+01,8.471596e+01
2.267534e+02,9.855780e+01,2.755162e+01,8.445504e+01
2.252432e+02,9.713850e+01,2.941520e+01,9.020462e+01
2.257427e+02,1.004300e+02,2.669383e+01,8.185666e+01
2.246096e+02,9.868913e+01,2.796978e+01,8.576610e+01
2.240326e+02,9.786510e+01,2.813792e+01,8.628636e+01
2.236271e+02,9.859727e+01,2.819579e+01,8.644530e+01
2.230940e+02,9.838552e+01,2.686250e+01,8.237808e+01
2.224658e+02,9.851930e+01,2.685662e+01,8.236028e+01
2.208406e+02,9.702057e+01,2.793977e+01,8.565411e+01
2.214627e+02,9.817854e+01,2.679960e+01,8.218441e+01
2.226970e+02,9.705583e+01,2.741870e+01,8.406442e+01
2.217744e+02,9.787952e+01,2.815194e+01,8.631585e+01
2.205450e+02,1.002743e+02,2.842879e+01,8.718130e+01
2.229442e+02,1.020294e+02,2.692738e+01,8.257614e+01
2.228532e+02,1.049698e+02,2.686442e+01,8.238377e+01
2.223978e+02,1.039964e+02,2.804709e+01,8.596933e+01
2.228484e+02,1.053692e+02,2.678790e+01,8.213326e+01
2.220502e+02,1.035383e+02,2.783833e+01,8.536826e+01
2.217188e+02,1.029164e+02,2.818819e+01,8.643860e+01
2.240652e+02,1.025110e+02,2.718794e+01,8.336937e+01
2.222981e+02,1.025975e+02,2.703405e+01,8.284288e+01
2.222793e+02,1.033817e+02,2.537497e+01,7.777941e+01
2.224750e+02,1.020709e+02,2.619920e+01,8.034269e+01
2.214225e+02,1.026607e+02,2.617767e+01,8.026520e+01
2.204588e+02,1.037524e+02,2.571993e+01,7.886878e+01
2.185610e+02,1.059912e+02,2.490672e+01,7.638061e+01
2.179410e+02,1.060641e+02,2.565813e+01,7.866467e+01
2.163698e+02,1.069747e+02,2.584584e+01,7.923830e+01
2.139388e+02,1.089546e+02,2.518037e+01,7.719605e+01
2.141994e+02,1.070872e+02,2.570860e+01,7.883921e+01
2.123740e+02,1.062134e+02,2.659924e+01,8.156705e+01
2.137184e+02,1.076750e+02,2.459652e+01,7.542617e+01
2.143441e+02,1.064997e+02,2.542872e+01,7.797591e+01
2.147616e+02,1.089554e+02,2.538113e+01,7.783459e+01
2.152302e+02,1.102667e+02,2.598458e+01,7.967077e+01
2.149209e+02,1.145564e+02,2.461626e+01,7.547306e+01
2.151257e+02,1.194385e+02,2.449018e+01,7.509539e+01
2.154458e+02,1.225021e+02,2.585805e+01,7.929328e+01
2.164074e+02,1.258005e+02,2.507017e+01,7.687127e+01
2.154387e+02,1.314694e+02,2.413883e+01,7.402414e+01
2.143085e+02,1.325459e+02,2.494109e+01,7.647593e+01
2.144769e+02,1.338696e+02,2.452816e+01,7.517935e+01
2.146382e+02,1.334868e+02,2.560204e+01,7.851100e+01
2.139444e+02,1.354784e+02,2.379199e+01,7.294052e+01
2.132272e+02,1.351709e+02,2.447032e+01,7.504143e+01
2.131609e+02,1.337668e+02,2.580175e+01,7.911481e+01
2.138655e+02,1.353617e+02,2.443736e+01,7.494066e+01
2.148416e+02,1.339991e+02,2.594370e+01,7.955897e+01
2.146293e+02,1.325165e+02,2.686215e+01,8.237673e+01
2.147513e+02,1.339338e+02,2.578974e+01,7.908776e+01
2.145593e+02,1.341673e+02,2.599106e+01,7.970145e+01
2.150820e+02,1.332432e+02,2.664684e+01,8.171644e+01
2.150356e+02,1.347585e+02,2.520269e+01,7.726631e+01
2.134759e+02,1.340680e+02,2.599674e+01,7.972289e+01
2.097572e+02,1.319173e+02,2.754615e+01,8.447484e+01
2.096172e+02,1.328721e+02,2.574529e+01,7.894451e+01
2.072593e+02,1.316668e+02,2.594455e+01,7.955526e+01
2.063405e+02,1.306344e+02,2.654833e+01,8.140938e+01
2.059016e+02,1.297448e+02,2.572044e+01,7.886371e+01
2.023618e+02,1.329499e+02,2.457211e+01,7.532050e+01
2.000809e+02,1.325699e+02,2.589383e+01,7.936628e+01
2.002120e+02,1.326188e+02,2.609007e+01,7.999898e+01
2.003284e+02,1.326672e+02,2.641537e+01,8.099808e+01
2.000638e+02,1.329057e+02,2.630026e+01,8.061281e+01
2.012948e+02,1.334026e+02,2.582323e+01,7.917317e+01
2.003729e+02,1.321727e+02,2.641968e+01,8.100894e+01
2.008144e+02,1.332549e+02,2.630112e+01,8.064770e+01
2.037056e+02,1.315852e+02,2.584099e+01,7.921893e+01
2.076552e+02,1.319366e+02,2.550333e+01,7.819234e+01
2.087312e+02,1.322940e+02,2.745227e+01,8.417919e+01
2.126512e+02,1.323673e+02,2.538005e+01,7.781784e+01
2.148251e+02,1.334767e+02,2.713962e+01,8.321995e+01
2.174794e+02,1.320312e+02,2.631167e+01,8.062149e+01
2.190891e+02,1.319874e+02,2.591279e+01,7.946451e+01
2.178401e+02,1.322943e+02,2.564082e+01,7.860086e+01
2.184340e+02,1.304308e+02,2.586195e+01,7.930586e+01
2.180424e+02,1.276355e+02,2.605267e+01,7.987178e+01
2.184013e+02,1.258600e+02,2.556810e+01,7.836410e+01
2.199899e+02,1.236134e+02,2.539742e+01,7.786167e+01
2.197489e+02,1.227896e+02,2.622419e+01,8.039399e+01
2.207246e+02,1.181280e+02,2.584748e+01,7.920221e+01
2.210823e+02,1.192651e+02,2.452306e+01,7.517005e+01
2.217877e+02,1.165008e+02,2.473067e+01,7.581542e+01
2.181025e+02,1.178692e+02,2.488842e+01,7.628973e+01
2.189791e+02,1.208837e+02,2.407499e+01,7.375878e+01
2.181010e+02,1.166060e+02,2.613480e+01,8.010850e+01
2.186120e+02,1.174291e+02,2.539538e+01,7.783696e+01
2.166741e+02,1.201561e+02,2.501451e+01,7.671108e+01
2.152299e+02,1.177879e+02,2.603364e+01,7.980894e+01
2.132642e+02,1.179983e+02,2.645726e+01,8.111630e+01
2.119752e+02,1.203008e+02,2.561189e+01,7.851624e+01
2.093801e+02,1.196234e+02,2.629591e+01,8.064044e+01
2.106458e+02,1.201060e+02,2.597631e+01,7.964684e+01
2.104176e+02,1.198105e+02,2.595512e+01,7.957682e+01
2.104590e+02,1.233838e+02,2.374321e+01,7.280391e+01
2.096501e+02,1.192311e+02,2.570706e+01,7.882595e+01
2.075711e+02,1.215168e+02,2.450679e+01,7.512559e+01
2.073309e+02,1.187740e+02,2.577096e+01,7.895425e+01
2.050599e+02,1.200452e+02,2.541999e+01,7.794634e+01
2.006321e+02,1.221630e+02,2.329062e+01,7.137960e+01
1.983910e+02,1.205531e+02,2.395517e+01,7.343027e+01
1.966705e+02,1.187119e+02,2.446739e+01,7.500176e+01
1.945307e+02,1.180271e+02,2.402786e+01,7.366610e+01
1.939558e+02,1.159741e+02,2.483875e+01,7.615937e+01
1.934902e+02,1.154105e+02,2.461305e+01,7.546443e+01
1.933221e+02,1.154108e+02,2.373636e+01,7.277982e+01
1.917359e+02,1.147866e+02,2.288499e+01,7.017994e+01
1.877699e+02,1.120796e+02,2.386005e+01,7.313068e+01
1.875044e+02,1.103645e+02,2.403838e+01,7.369955e+01
1.876220e+02,1.081287e+02,2.357508e+01,7.228191e+01
1.847665e+02,1.082138e+02,2.410049e+01,7.389908e+01
1.850577e+02,1.046869e+02,2.437193e+01,7.469966e+01
1.822102e+02,1.054574e+02,2.307900e+01,7.076191e+01
1.787437e+02,1.053907e+02,2.271068e+01,6.963449e+01
1.764549e+02,1.020020e+02,2.421510e+01,7.425319e+01
1.796532e+02,9.799654e+01,2.426284e+01,7.437055e+01
1.791000e+02,9.582141e+01,2.353305e+01,7.213002e+01
1.788772e+02,9.210367e+01,2.369011e+01,7.263990e+01
1.766376e+02,9.274924e+01,2.419767e+01,7.417980e+01
1.765968e+02,9.225048e+01,2.432449e+01,7.458952e+01
1.755543e+02,9.154451e+01,2.476219e+01,7.591614e+01
1.741866e+02,9.063262e+01,2.355435e+01,7.219618e+01
1.713640e+02,9.062729e+01,2.362289e+01,7.242029e+01
1.673079e+02,8.593611e+01,2.793783e+01,8.565493e+01
1.680841e+02,8.884954e+01,2.401310e+01,7.363285e+01
1.661192e+02,8.737983e+01,2.470387e+01,7.567134e+01
1.648887e+02,8.673764e+01,2.432462e+01,7.458332e+01
1.630315e+02,8.578405e+01,2.439835e+01,7.481341e+01
1.628851e+02,8.554725e+01,2.366548e+01,7.255265e+01
1.608011e+02,8.259304e+01,2.535147e+01,7.772310e+01
1.606430e+02,8.328965e+01,2.623850e+01,8.045810e+01
1.594752e+02,8.660976e+01,2.386150e+01,7.316587e+01
1.586556e+02,8.894545e+01,2.392964e+01,7.338132e+01
1.576297e+02,9.122271e+01,2.315596e+01,7.099767e+01
1.553872e+02,9.076346e+01,2.446765e+01,7.502406e+01
1.532489e+02,9.319229e+01,2.340259e+01,7.174324e+01
1.518478e+02,9.391144e+01,2.323066e+01,7.120004e+01
1.515824e+02,9.186737e+01,2.368620e+01,7.263557e+01
1.489157e+02,8.886312e+01,2.578347e+01,7.905221e+01
1.511287e+02,8.949264e+01,2.425534e+01,7.436386e+01
1.503117e+02,8.862320e+01,2.405219e+01,7.373174e+01
1.482093e+02,8.838443e+01,2.422615e+01,7.427984e+01
1.481019e+02,8.901900e+01,2.438334e+01,7.476519e+01
1.464924e+02,8.838878e+01,2.519509e+01,7.725184e+01
1.459300e+02,8.848160e+01,2.545475e+01,7.805022e+01
1.467991e+02,8.809329e+01,2.427880e+01,7.441496e+01
1.431033e+02,8.883136e+01,2.449557e+01,7.510267e+01
1.422064e+02,8.765129e+01,2.620928e+01,8.036668e+01
1.432185e+02,8.668676e+01,2.610868e+01,8.006259e+01
1.420254e+02,8.543555e+01,2.606226e+01,7.989302e+01
1.419525e+02,8.648911e+01,2.617459e+01,8.024504e+01
1.416478e+02,8.648404e+01,2.582157e+01,7.916292e+01
1.423266e+02,8.596547e+01,2.568247e+01,7.873659e+01
1.449547e+02,8.680589e+01,2.481802e+01,7.609654e+01
1.457429e+02,8.890871e+01,2.528170e+01,7.750031e+01
1.447626e+02,9.167005e+01,2.664150e+01,8.167771e+01
1.469827e+02,9.481738e+01,2.623861e+01,8.046098e+01
1.480136e+02,9.791280e+01,2.649209e+01,8.124017e+01
1.492072e+02,1.035756e+02,2.501416e+01,7.669773e+01
1.497372e+02,1.028178e+02,2.746788e+01,8.423212e+01
1.526578e+02,1.048349e+02,2.563362e+01,7.858075e+01
1.595324e+02,1.000562e+02,2.813540e+01,8.627150e+01
1.692100e+02,1.017948e+02,2.494305e+01,7.646235e+01
1.757971e+02,1.003034e+02,2.540809e+01,7.790840e+01
1.767078e+02,9.837535e+01,2.621459e+01,8.039024e+01
1.765387e+02,9.635649e+01,2.784609e+01,8.537822e+01
1.762394e+02,9.618934e+01,2.813926e+01,8.627147e+01
1.748056e+02,9.767052e+01,2.841900e+01,8.711297e+01
1.729554e+02,9.743492e+01,2.842768e+01,8.717342e+01
1.697067e+02,9.973011e+01,2.798861e+01,8.581627e+01
1.641691e+02,9.793350e+01,2.836624e+01,8.697454e+01
1.620594e+02,9.767303e+01,2.904386e+01,8.903456e+01
1.588419e+02,9.703212e+01,2.915316e+01,8.937226e+01
